id,prezo_euros
2309,393848.52791435993
22405,132495.79474433814
23398,340299.36139414227
25059,270509.39000511076
2665,495358.90516431513
8512,97579.52469059848
5149,516921.91458658525
7791,215846.2056817743
11312,138970.33283965592
19044,362202.1296250748
10785,283373.1490805154
22247,186838.75962996646
3269,57578.973898107186
15948,226921.05479746033
14978,136036.6281868962
14475,180341.8561976729
28695,554645.187697611
14055,56038.81758098747
26546,193088.703284082
14981,433301.436797987
17637,471419.2610497102
3932,32707.08213243168
8388,52680.52709341189
8029,108552.97961291531
9483,174275.8991085114
22573,217449.7848965542
15108,135914.63927423232
3674,91062.5060157245
21389,368413.07883372786
5938,146111.97912542778
27034,140104.73985896958
29272,105633.82935515046
21881,519584.5045812309
6509,346696.6817628904
21458,154319.14170461684
20072,215974.27298986376
27013,295929.5344766886
10093,393290.1029727063
22568,139441.25416378956
12977,33488.63150615222
3814,515947.74830943136
7338,144878.01147911488
24484,150598.03608871019
19593,522507.02535955445
5122,591752.5302764215
14906,63963.38362794346
8224,319612.77951664105
2869,206780.45206878823
2343,329742.2134262223
8833,91024.03853848181
7933,376960.7999423854
16558,82321.11565897055
20605,333415.4049596279
12984,521829.57583292085
3015,158181.7926043421
27332,602124.4637763989
12125,247412.17004940216
3753,177464.75078969728
27388,91844.90543094114
12336,70928.38058481552
11545,279037.3373672096
11357,179362.3744709026
2677,277944.25032671844
28739,139490.3205222478
29996,106707.93883559434
20748,67207.09876673436
13376,69189.67704447429
17987,145689.67316766735
7886,66454.5165480189
13333,138675.8772848607
9586,164992.4153252556
6333,78198.06281791953
24430,463964.34625060484
18080,311527.7873978708
5202,482224.3053104854
748,158302.18513767817
9761,541945.8132222593
29613,160907.34482208453
19993,116573.81833605282
23190,332406.4442628443
25536,61319.69447467197
17964,81875.08943238808
25247,97292.63723304193
5082,30129.48711354169
9351,191603.62796853064
10983,130033.28620545776
23622,409818.2060481247
13236,272941.0450821654
19368,281297.71909661265
1191,120196.31463507842
822,91468.46775540663
15879,91269.2276987508
20498,376814.225559294
9420,217812.63677981985
28101,255462.7493290219
8893,311963.68918924406
4462,78322.93287858786
25230,198392.04760267306
29986,285437.3419284951
12607,145245.35468054796
25979,113938.61776563711
19133,311569.5490952898
14741,862303.5957989469
12147,300455.32726276224
2745,112777.99559362303
10115,272158.24611773924
2384,82148.03834476834
9154,76621.23403172148
1407,121316.85520100477
16561,69618.59267265629
19362,37496.81114341458
10343,448002.03682864504
27757,157337.94447971066
17615,19584.781698273728
19907,158106.78299357696
24531,58028.06541931024
27309,261577.419477741
17789,62617.36869813409
13076,120281.01368227671
22090,370398.3313467356
28574,138692.06609120034
20569,169903.67416962772
17891,293403.56637436524
16838,448707.3810474074
6553,134424.73708198825
19638,44101.071191512514
18295,290742.30690726894
2877,66877.40607788647
2983,103864.64357700665
17411,575999.7459233264
15163,144114.6541739849
2154,484373.831643265
18701,52963.937209802214
7668,284945.1277018413
15244,337357.1003446004
16858,101938.40037552547
13962,29500.58690052689
218,423442.6887215732
23288,156105.32315539732
2214,391164.3539711132
6581,571469.5604390448
27603,478908.0365077944
19377,562360.8486689238
7540,194822.6111448335
14977,207269.47797239805
10129,48984.07502795523
5706,68918.10568450717
5954,480241.0409599857
539,125463.60110906395
21664,62139.344278455246
21568,96817.74408227392
28983,540277.6584860042
7428,170967.37725081178
20726,183196.11764175585
4182,31953.825460604625
18702,90205.7267761908
15415,60085.05808505067
12155,49734.257926436374
580,232073.49358621356
2169,208990.3072197612
24420,21273.128403360257
251,219837.77408641274
15693,535229.274529455
9972,90478.06762187928
16181,204118.44418304157
11490,86137.26889712317
9145,104162.63225122937
29433,105145.04982115957
25791,165729.55764126265
5772,131199.50624623266
26747,140833.8487015434
2326,150964.10041923914
15431,386763.56601170474
431,35193.642888109665
10769,192505.65135887265
2533,115027.56444714125
2458,209454.4709288266
19187,210846.47520363913
27236,422383.23719912744
22292,158507.42646950763
11213,203543.2873247033
506,61298.06681226846
23113,548065.477932503
18780,447672.7653186391
19083,84295.84792661434
17895,58804.34892850509
19007,118476.22316172812
19691,130248.24383513816
27094,71247.24835094996
23180,649891.5755024906
12627,108495.4210498312
3835,219409.08157008654
1331,104108.93367762142
21467,84297.52548493678
23829,156872.88678923878
2542,7331.662644065218
28613,121167.11666029738
21996,111647.02028391254
11900,80523.62276979745
25873,225896.04595203814
26226,550457.8593912048
15806,533411.6793447377
9556,121798.37003998668
7568,66811.23246622924
3508,535261.4031339858
8835,314256.20235372754
18785,222039.98882400198
29858,482825.95273579913
23588,192591.3610652613
28268,107841.5154106936
5845,294792.1215222012
26477,270344.4177744421
24199,80404.72625427833
28882,615289.4048100319
4846,181681.46751007554
4986,393580.8047003094
23400,309912.74765013345
25570,616183.7870977169
20263,481003.9089434219
20857,266609.465499596
26823,167383.48180311243
9318,179965.73491579457
25507,41643.609458644874
14848,159804.44407209638
7843,280717.4426662596
28648,99683.83031057613
29985,124184.52793971146
13049,108016.08948787651
25100,126128.54940973246
14857,87431.20129908784
25014,121864.67968966765
10740,215582.66969040688
16095,299545.19708134513
2209,495694.95162874693
18841,553651.593701506
28273,357895.9270845817
22373,153384.66433268087
2267,134785.8255926529
5227,492677.641022949
28302,428698.713348588
21579,110016.13959804783
20123,124340.84905932168
17893,331759.33024588996
20928,264208.40829013195
13023,315667.226474148
