id,prezo_euros
2309,456380.88
22405,148358.55
23398,334166.96
25059,268971.13
2665,561207.35
8512,91424.8
5149,575716.44
7791,257216.05
11312,108749.16
19044,330615.58
10785,342059.31
22247,164494.19
3269,74707.37
15948,184389.46
14978,140251.08
14475,133602.08
28695,492176.18
14055,61864.72
26546,219257.6
14981,494239.3
17637,449277.37
3932,52999.4
8388,69779.16
8029,96324.0
9483,128017.64
22573,111278.05
15108,122245.89
3674,123125.44
21389,438789.02
5938,139804.77
27034,131051.77
29272,105308.01
21881,565891.49
6509,378795.3
21458,176090.29
20072,235148.26
27013,279147.3
10093,414905.54
22568,130331.6
12977,66047.24
3814,382657.82
7338,143460.3
24484,148629.42
19593,574770.82
5122,598132.69
14906,65868.47
8224,225324.43
2869,165701.88
2343,395175.38
8833,83355.79
7933,390988.04
16558,73837.9
20605,318611.87
12984,441646.26
3015,143113.36
27332,590642.18
12125,226007.66
3753,122583.9
27388,81882.69
12336,69105.44
11545,329528.17
11357,118022.59
2677,371332.73
28739,129996.03
29996,117532.23
20748,71251.42
13376,79912.4
17987,134076.26
7886,84047.01
13333,140381.91
9586,139062.38
6333,72819.07
24430,390128.73
18080,284031.87
5202,582689.22
748,117261.65
9761,434604.82
29613,140699.97
19993,136088.92
23190,384482.23
25536,89401.19
17964,94224.68
25247,115637.18
5082,52700.59
9351,159794.05
10983,103606.93
23622,402666.25
13236,222420.46
19368,304612.22
1191,143492.83
822,109289.5
15879,97263.48
20498,383678.07
9420,177656.36
28101,195450.06
8893,377641.11
4462,78380.21
25230,199019.5
29986,327166.69
12607,143523.08
25979,128778.36
19133,342612.41
14741,513460.57
12147,343075.7
2745,94333.78
10115,329491.52
2384,66728.7
9154,84772.58
1407,101334.51
16561,72379.77
19362,64947.93
10343,350314.58
27757,121712.37
17615,53433.32
19907,141773.18
24531,60975.76
27309,312244.22
17789,69304.94
13076,96914.53
22090,390359.19
28574,103428.34
20569,161099.11
17891,339727.3
16838,474070.29
6553,114910.9
19638,69205.6
18295,285239.42
2877,84398.17
2983,94184.0
17411,621646.13
15163,136958.47
2154,396785.74
18701,76995.62
7668,330475.11
15244,291938.51
16858,100067.17
13962,65864.45
218,460344.06
23288,156112.84
2214,412116.3
6581,611772.08
27603,478299.93
19377,606244.3
7540,193553.4
14977,239155.27
10129,67731.9
5706,68982.98
5954,503288.64
539,88251.34
21664,63153.45
21568,85547.66
28983,556696.16
7428,143327.8
20726,140027.17
4182,62173.93
18702,72083.66
15415,87569.61
12155,62370.94
580,249254.07
2169,162560.09
24420,52930.58
251,166111.62
15693,345859.52
9972,74690.94
16181,172161.3
11490,79760.53
9145,89055.21
29433,87349.68
25791,115846.2
5772,122579.54
26747,155799.48
2326,135474.63
15431,423739.98
431,53056.82
10769,163748.38
2533,148481.74
2458,134287.33
19187,226325.96
27236,465627.42
22292,156185.84
11213,150780.78
506,84904.38
23113,449040.96
18780,451007.79
19083,84881.11
17895,68965.56
19007,126269.21
19691,137454.39
27094,57883.96
23180,719343.52
12627,104509.16
3835,161888.17
1331,121542.48
21467,75563.04
23829,162637.94
2542,60075.59
28613,122411.12
21996,98338.65
11900,72914.45
25873,250066.0
26226,539470.56
15806,607726.88
9556,114085.36
7568,91948.71
3508,516124.25
8835,347049.66
18785,222973.81
29858,407212.22
23588,256850.91
28268,102922.2
5845,288760.34
26477,358694.11
24199,118251.98
28882,497860.93
4846,103999.03
4986,296574.71
23400,342804.94
25570,295876.8
20263,395408.77
20857,254317.53
26823,152844.54
9318,186549.55
25507,54317.34
14848,115565.98
7843,214851.38
28648,86973.57
29985,114748.84
13049,130975.0
25100,119830.33
14857,62122.38
25014,82394.59
10740,220750.65
16095,289361.39
2209,518788.53
18841,585825.42
28273,336801.17
22373,143485.65
2267,134053.87
5227,491023.29
28302,424954.99
21579,89062.66
20123,105704.18
17893,319858.5
20928,239490.01
13023,270394.67
20737,134809.27
27367,52449.57
11741,69662.3
6548,59645.08
3283,435467.16
15615,159002.99
23662,350550.25
2277,149342.8
26051,115683.46
12355,259335.82
16486,221714.88
19536,110315.42
18674,498765.49
8697,369733.81
22565,177106.28
16380,94714.56
25295,278274.31
28681,123338.53
24992,483694.91
29670,202518.82
5837,180960.93
10236,103995.98
22825,69557.41
280,67681.42
22377,154068.9
25274,83799.76
5161,673654.5
29753,441848.29
3691,240696.03
5916,163740.77
11579,143123.24
18079,92560.43
19537,73105.45
26024,208080.35
29720,344500.19
21740,61277.43
25744,131483.64
20553,90150.16
11703,480989.66
11515,399694.38
9007,416387.33
11743,591948.33
28262,78472.97
16470,115860.77
13677,403297.59
20164,76556.84
16786,108136.52
29323,101133.3
15694,147497.82
17336,266826.7
3736,63024.77
25485,65897.83
3644,127323.05
7199,228134.84
25366,124376.74
24937,77950.71
21306,79199.06
29366,398471.33
21524,578245.02
21719,355749.31
1838,72746.55
29916,110210.23
10985,107023.58
9304,328333.27
12800,361352.66
1458,372627.5
1093,115725.7
4150,152748.21
11009,172622.99
27069,212271.63
9190,56344.59
4933,241661.61
14466,255663.01
4557,69707.63
11489,176624.35
12075,254921.38
25102,262577.56
16798,107344.93
20071,494844.52
14419,121656.64
28246,63346.56
25390,405957.34
24997,611433.99
17279,130303.67
6482,114248.58
8021,132591.88
9101,99572.57
17477,67626.03
8590,342479.64
29162,303199.98
24516,135738.88
27275,283203.78
23873,108175.07
29364,108119.35
1504,404740.48
9937,117968.27
10940,54021.75
20295,117432.86
3950,501820.8
6439,528064.03
13620,423960.06
14304,150409.91
22094,64100.17
15949,331000.7
28190,612225.81
13065,116778.4
13251,312957.12
29167,75882.85
7744,480519.52
26227,179055.41
7756,237847.32
1413,516097.91
6529,100230.74
1123,103640.56
16334,591480.55
5246,564299.68
12153,122995.25
19641,178927.5
25208,114980.88
9434,324034.55
7469,64748.47
29012,462882.16
11032,57760.64
29443,136235.95
7294,150811.89
12972,129507.27
5347,60756.18
14471,128286.71
28812,166120.88
15963,84081.69
24275,98289.01
21150,537555.92
10864,100917.57
17755,255356.11
4485,169604.3
10561,144026.35
24578,509052.22
20327,115699.83
21717,318941.84
10599,125749.56
1434,51594.63
5861,77884.89
12427,104009.71
10981,327598.52
22045,149705.65
27831,64085.77
23078,482730.58
26377,120584.4
10407,254481.99
23491,307372.11
19567,78703.77
11473,174878.34
12064,281215.4
8932,398850.7
10969,454046.84
27756,67446.73
26848,151834.15
1611,138504.26
29237,130039.12
16267,394441.65
12394,135559.03
26840,77346.19
2768,117395.04
12777,56713.26
23177,242378.68
217,98278.44
24877,79828.3
6166,107212.56
3902,237002.86
21232,283521.46
24637,123841.28
10000,353439.53
14798,126955.59
6088,84009.49
14460,131710.09
2857,191844.57
18218,123173.82
17042,63247.64
12415,90825.22
9673,418723.42
517,194106.24
11624,94275.87
8282,59647.46
20257,67156.76
12079,76365.3
17735,299448.58
2158,294321.09
28082,103880.82
10727,183978.98
29031,101733.6
3097,223831.63
22754,72155.71
3109,244099.51
10277,110305.16
21882,212067.07
6428,65296.26
9253,548064.38
2407,396257.38
25039,345912.81
14643,121742.18
24744,232097.96
18525,128702.7
13421,91767.06
3399,84655.25
8944,327353.21
27173,403564.04
6940,283072.37
27316,127939.39
28315,180378.89
27775,54873.29
9817,490865.91
16140,64185.13
9419,138446.41
12316,146467.86
2519,61970.99
29752,328045.12
16602,142349.44
17593,211019.72
5101,259491.28
9843,197545.6
17188,119898.23
7278,242586.86
18773,126671.83
10079,67749.25
21771,101086.92
26444,156101.42
9893,302846.98
6329,129161.66
10046,95165.49
26120,334245.69
14330,66422.26
26756,109221.33
11847,183331.58
16587,448638.35
17551,365294.14
21265,393066.4
15092,155964.07
23481,218773.43
18394,57193.04
22277,433528.17
10400,555186.48
8165,101964.54
22501,421194.04
10884,424010.6
23087,109451.46
24673,320872.13
13721,607320.48
17847,75493.48
3383,61175.0
9846,273937.7
18833,98533.46
19341,130388.0
7340,358379.18
14369,69792.57
14660,81319.7
429,150849.19
16205,127788.8
17508,137557.63
625,293876.08
28356,59489.42
17171,590935.69
1139,316754.01
17664,139005.22
24512,86204.56
19543,93001.48
4409,107679.19
17121,124258.2
10353,73740.43
29597,129606.45
9478,361969.16
10300,95373.14
2886,98793.59
18418,58803.26
7501,333175.95
2684,202157.78
23494,231479.5
17173,112646.36
22925,85170.59
9899,129393.15
6217,596430.05
20720,144431.87
7979,103052.49
11406,121467.86
5552,221534.71
739,164684.77
28718,82910.42
10747,471685.3
27646,368101.94
7072,125059.32
1711,124618.74
3509,84444.28
23163,104069.18
29050,609162.33
13805,59275.16
13493,214795.19
18341,285841.64
12052,480723.04
15956,124340.09
18004,187270.29
7780,104388.19
9004,89543.13
15747,107507.49
25482,145929.01
734,151571.1
14199,283988.33
21907,231092.03
21045,85852.57
15821,79236.54
18843,85337.07
20245,85628.61
8204,127227.42
28967,276050.48
10587,130016.82
19592,338909.5
20200,433134.01
18897,541828.13
23629,235794.38
4970,556595.74
12622,182369.06
8248,123254.47
24383,448759.95
2905,296706.85
20274,380533.73
12102,129048.39
6070,232145.26
12141,137548.9
3699,286242.83
29678,106395.9
1913,430225.3
6401,121005.04
4476,81859.94
23455,105632.75
29218,182014.66
8346,132294.94
26624,76270.11
26598,65107.85
10039,488195.91
3264,264504.72
10262,97096.63
16983,106632.82
4978,152242.81
11328,118190.11
28217,109875.0
20347,221563.76
4230,560478.19
5219,638494.8
15845,84313.08
19913,95026.85
1428,647554.66
8122,213506.92
12794,204399.9
10147,249831.09
25768,139764.85
26730,489598.24
14500,86052.41
10439,276752.76
14564,98602.5
16383,435127.68
12948,71126.31
16405,322960.31
16384,291442.27
27166,87040.85
6798,366203.91
11388,149013.74
16954,634112.45
2042,408101.97
9404,73102.48
14051,373703.88
2908,179774.41
9200,118959.63
8740,91964.76
14411,156918.45
29288,68947.96
1661,114930.62
7319,150980.44
11789,91454.12
17307,102536.89
24754,212707.08
24338,737188.47
27317,129983.2
4982,71484.71
14771,197168.7
28422,253079.73
26900,89857.98
20087,404246.37
4985,183185.78
15282,447969.33
26495,324620.45
21582,103022.54
897,66750.15
1685,106462.75
16498,329054.04
16984,78190.2
11194,154463.19
9521,78072.91
1488,192794.59
22668,61694.83
25029,389696.3
9634,109073.38
22324,486346.85
10243,161353.36
21378,139703.04
15737,727568.76
25682,70000.48
8355,186060.22
6347,306482.43
14000,412184.74
11991,440271.48
5428,122645.75
17695,149882.16
24222,332040.03
5641,312991.51
12706,85382.16
5721,405662.91
22235,138911.6
12464,214806.88
25709,104722.54
18837,329858.64
17815,103875.2
3484,69768.58
17087,56209.21
15981,554471.23
27219,135779.18
17817,63355.91
21190,70269.82
3231,310170.7
2477,423840.9
27720,406437.73
24626,77335.3
9428,183982.71
15519,75803.34
27759,668200.74
7998,109198.35
7256,480577.18
645,501810.63
2508,399701.28
17732,256902.54
10354,133477.67
12739,507285.63
3474,98714.73
23598,120759.29
27975,291430.78
1228,124292.7
3800,388743.29
11623,71174.68
10206,87847.16
3659,129299.78
28295,129067.47
18554,76880.51
22256,85297.53
16012,394956.07
12418,419377.97
2562,364906.02
20242,97058.57
27943,294998.92
18073,254843.0
12557,98614.47
16339,539325.54
6563,202076.33
15294,98177.98
22257,169021.63
174,130057.18
14494,473207.08
20381,362155.69
25075,310015.29
17600,125900.56
17347,495984.01
23854,189797.4
2228,541754.18
19996,102040.19
2586,159606.72
29775,517298.2
26537,304357.46
5743,593575.92
23432,54971.33
9943,339205.91
17116,242659.99
10815,97954.32
12519,138990.99
8787,109284.37
10885,133998.62
14539,132042.06
13535,255831.7
21874,89905.42
4872,109006.0
22357,357765.81
19937,186277.4
19682,111778.2
11199,476854.63
8157,172550.45
20147,112193.9
1091,62924.49
11256,68585.71
12527,69622.38
27116,286423.04
763,77812.31
3411,345226.36
18342,164870.61
6272,109616.81
7503,250497.9
11942,363204.62
27617,60189.9
16202,350326.7
7478,413036.49
17698,334881.46
2899,259004.39
1617,79681.69
22618,264761.53
20237,320863.7
21322,398343.29
14478,379451.29
27381,319302.5
21267,426300.36
10020,289090.71
24663,518073.17
8575,212470.24
21507,90798.02
8365,519902.25
2959,108678.95
26274,308017.31
25181,95611.78
28002,100130.93
21694,187228.16
26188,173744.86
28018,224673.66
9768,72923.75
6290,82303.12
23339,89483.17
35,298249.83
8846,108698.73
24192,71481.39
10804,88410.78
18888,78521.89
22337,469791.64
15200,370307.05
3483,196733.41
10657,137598.08
21454,503772.75
2993,309025.68
3704,464146.12
5747,297980.53
29769,119552.04
551,456808.3
22666,116688.43
6175,211185.58
3403,217867.36
13518,62597.38
16127,455600.92
5035,283935.36
24659,55086.4
21164,272533.71
20423,317703.31
15210,99261.44
6112,471995.83
15231,75606.77
1792,77963.76
5648,141198.27
10155,636934.24
7913,295755.68
1279,132295.89
4520,106332.86
24783,291130.09
2849,123240.01
12210,582549.94
3470,115504.27
5655,244602.97
27913,300058.23
28054,115418.2
28421,64736.08
19833,388977.72
24714,100597.81
14574,133340.25
23635,297687.0
424,119344.39
10005,500925.75
14929,172602.34
18241,486143.2
12341,154674.55
29407,311298.89
3247,120229.17
14148,94573.74
10576,202265.68
14972,265558.72
18697,115652.85
2944,138437.99
20843,144705.75
27700,293392.37
7965,134624.83
11288,67030.29
7924,223824.38
5713,97252.81
17977,178648.51
8440,79418.17
25047,88476.73
1247,430633.23
9116,132453.02
12750,108535.7
3848,496307.96
5788,347732.08
342,123183.6
17829,75919.41
20465,121279.03
7398,59994.57
8320,420063.56
9104,67226.17
11924,611246.1
12696,484010.87
4236,83780.52
1079,96802.42
17235,167159.78
23030,121669.03
2394,324910.31
12619,212238.66
26834,322239.02
25436,72128.64
1677,101988.48
5501,357395.37
20890,237072.33
7894,373880.42
8414,83649.54
3581,90155.05
10582,638960.38
10709,76847.5
9839,59393.13
26663,596544.15
2648,353549.67
23897,395252.59
20570,140004.08
15050,535140.92
15336,65298.59
27264,147905.45
20659,410002.52
3965,132164.15
1805,74138.28
14700,158419.31
22013,263418.45
24002,304982.28
21528,70762.86
21367,189738.22
23069,112723.51
19139,69312.94
3799,160018.27
14971,88211.18
6815,550792.72
12377,337300.66
3106,261133.05
8086,397013.14
26827,290045.32
14760,67157.11
23731,91655.96
28097,254592.43
27924,453368.15
10573,105123.41
24157,125094.86
29612,91601.17
19561,482250.46
15002,54877.34
1340,120964.47
15063,79411.53
7901,223877.51
17960,501949.08
9092,164079.91
4144,96201.8
21437,108947.16
25688,316772.01
12849,122828.23
14001,155701.71
17673,194341.85
26729,108716.67
8858,442123.2
9723,126502.73
27792,459511.12
1973,117448.51
7250,70051.43
18929,154564.49
10310,84991.79
5199,444729.47
22965,179493.54
19588,107111.82
6690,571471.64
9133,526395.01
13539,418522.09
10719,155727.74
18973,294078.07
23424,69129.78
4081,89306.62
26446,75011.21
14332,119831.14
25917,345819.15
10960,498149.19
8926,155175.87
1922,115631.28
3209,185230.28
25890,85595.91
29431,91309.93
8592,209660.13
13119,160027.96
3746,93383.45
17355,62039.68
13619,557889.25
13763,413879.67
14658,189590.28
500,245797.32
5200,579923.34
8286,127618.07
28413,73675.63
10526,73460.06
23797,111526.59
19818,150809.76
13641,441195.39
7,437540.97
22370,212436.44
97,60283.16
22368,306562.93
11496,338224.23
14637,496125.75
21791,69378.05
3586,102956.16
2112,135297.73
16000,243821.71
26795,62080.61
3695,138702.03
28117,64465.63
21814,708491.48
18621,183036.13
22200,66031.31
23261,113979.48
11457,113826.35
9531,161786.83
20222,196509.74
14650,318611.65
27749,77743.24
27654,325439.51
17067,114066.62
8363,382858.18
10024,141235.04
3379,92896.88
26349,269754.79
21033,134228.55
8275,94128.08
11538,67637.07
13317,152445.33
20388,290715.84
22047,123593.46
12782,61460.93
18904,149283.74
16712,536931.44
23590,526142.14
14726,111713.72
20959,103143.55
1669,345226.55
24759,60286.67
4337,685034.51
15544,116840.64
24410,382969.5
10991,645284.46
12164,258428.99
4411,150532.33
2859,103939.94
10578,83621.88
25786,513248.79
463,85636.65
6225,657115.67
9575,562424.91
14984,61097.31
18398,207562.37
5763,116286.57
18606,154359.72
10773,151183.01
8526,261714.11
21372,445185.91
24541,604728.06
25628,443038.89
29903,116516.73
8687,122918.88
4283,105830.0
22836,335589.53
16478,124008.23
17589,97377.8
7733,157410.23
17598,71772.6
26014,72869.04
20496,95383.96
7404,126701.7
11888,140983.89
20101,650089.97
17547,59312.98
2347,100643.19
22578,469126.09
27870,554264.94
21041,109278.6
12644,71776.43
21286,332529.12
16690,100443.73
27350,271816.67
14559,98219.19
5437,122673.69
25615,150313.23
16089,104567.25
28781,86128.36
10534,332882.85
15545,641672.07
8778,176093.5
18098,130733.62
6426,269895.79
20236,165843.39
16783,448708.99
25355,119240.95
2975,71742.94
879,184662.06
4757,146368.42
13978,114202.08
5557,105999.95
1289,387156.96
23709,663498.5
5872,117401.81
28746,225603.62
6715,471620.48
13212,214495.11
9316,595529.22
23965,125856.04
15416,133598.8
346,476105.27
10613,370488.6
29486,123090.77
23504,67814.51
13708,627904.67
16172,114081.93
26860,391888.99
9949,97631.46
11975,95973.2
10290,333005.51
15412,148465.48
2321,77050.77
16996,353722.95
12770,420250.39
4458,455772.87
21828,158428.47
27348,297808.94
25113,354610.01
27684,127229.44
10399,468193.54
29430,90141.28
23372,95430.86
574,118521.17
24938,293080.74
7175,147265.09
19058,354957.02
17715,69740.62
