id,prezo_euros
2309,462207.303925486
22405,138367.9359816349
23398,340857.2879565403
25059,265751.13207908033
2665,591801.4491086749
8512,85027.19675991268
5149,610172.9208131939
7791,284550.9242743598
11312,109002.44521342241
19044,312878.55683408945
10785,325135.04875399836
22247,167811.74208689516
3269,70724.43408211455
15948,347496.29588333966
14978,130659.25562112445
14475,341473.88994451414
28695,477938.906899882
14055,71881.24534606413
26546,226184.85236097392
14981,470141.74985384365
17637,513027.59678419353
3932,59191.44485613997
8388,70398.91087498797
8029,105754.33513605599
9483,93108.82454550464
22573,108096.87551061487
15108,121505.66818617079
3674,104093.43226832028
21389,441933.6601494792
5938,137858.0901295863
27034,127396.91364825406
29272,108104.49009198553
21881,596037.7663920484
6509,371635.43303206796
21458,176400.75950545495
20072,240234.91038064694
27013,252277.81474413536
10093,403083.1337456925
22568,133979.6116350763
12977,66767.39950018124
3814,430797.0385736785
7338,137230.18607591864
24484,138772.16339785373
19593,608088.7265282888
5122,520611.0828687102
14906,76495.99556177632
8224,231807.84547157513
2869,189239.728320756
2343,369542.07637078484
8833,82069.61627698355
7933,365176.1194853306
16558,79478.09576408264
20605,333019.8879442933
12984,434138.61328812357
3015,140602.71511466394
27332,572476.5456314316
12125,249307.314187708
3753,130130.5056429095
27388,81824.9455300215
12336,70696.28573076848
11545,374239.85615202476
11357,80115.29596837796
2677,372196.4239451513
28739,106189.44148728673
29996,115160.46199648657
20748,74703.92369851789
13376,70803.34206271426
17987,111303.35066110214
7886,67432.14454325764
13333,138007.59339788044
9586,147999.4147325991
6333,80889.96955618268
24430,394333.0311618632
18080,251152.788250472
5202,572655.8581383113
748,141849.71154429927
9761,441041.674118958
29613,134211.5076851275
19993,131366.95070799824
23190,347100.8805953967
25536,77034.36856053762
17964,94345.20932586823
25247,115290.2875401669
5082,55518.4590815083
9351,183530.17098354886
10983,108104.87109167733
23622,401045.08797776914
13236,230290.20477175692
19368,315467.48956770374
1191,151169.97901436134
822,120233.11391923802
15879,99992.48407566301
20498,403917.96327576204
9420,204706.8511062682
28101,225035.08038706053
8893,412895.41797338554
4462,84222.11542209926
25230,194867.98248923602
29986,328406.60371340177
12607,153621.66545734205
25979,124727.41917952441
19133,346992.97571780713
14741,437117.0892262135
12147,355701.1998217096
2745,88166.87478140606
10115,308461.60737871827
2384,73057.89522651384
9154,87429.24292878823
1407,119137.2434821328
16561,72243.58749163368
19362,58765.93417029003
10343,368414.51096865325
27757,116865.32366476122
17615,48888.65652712674
19907,151136.52533333702
24531,63391.65575478431
27309,314984.3781205465
17789,75278.43691680653
13076,99622.93305698095
22090,256327.2072136934
28574,105448.853703371
20569,172096.4064346436
17891,348422.61328498326
16838,486224.69369497517
6553,94884.39057242747
19638,58919.2037473696
18295,283370.4093373961
2877,88855.55090137308
2983,98723.03211520225
17411,659080.2787062712
15163,134026.9567529055
2154,449787.6041470315
18701,76369.55356649008
7668,327876.505036294
15244,311214.9863103188
16858,106992.50038275984
13962,67555.46118092883
218,469381.3994757673
23288,152834.59551502555
2214,387172.81853126263
6581,612711.7091715768
27603,423600.0187037298
19377,580829.5990914872
7540,198796.14924224297
14977,241230.29513253918
10129,72242.3171320534
5706,63425.96184008134
5954,487632.58873722545
539,101280.88039855969
21664,66237.71915559589
21568,90209.32714838763
28983,549105.5932677259
7428,152840.7568397924
20726,146703.5510644208
4182,58570.943454375876
18702,65804.43758500859
15415,88835.93370434277
12155,68489.42773016902
580,252642.50215148585
2169,249742.94580040278
24420,58808.414036071525
251,173055.5249852078
15693,375962.1621759193
9972,73942.94816847591
16181,260907.41216091087
11490,77399.46772398891
9145,91710.52783109392
29433,92118.032898063
25791,99299.89034143258
5772,99706.37281338318
26747,164378.8554633223
2326,114226.02487318996
15431,437546.4014128485
431,50030.19473646394
10769,180811.832894611
2533,145798.29703058695
2458,135962.22308020096
19187,222827.501749036
27236,482327.8381659007
22292,260200.3063829986
11213,128937.17586115422
506,75230.26312884771
23113,501743.987412405
18780,421122.318080273
19083,67079.71207407788
17895,51604.649841057624
19007,105322.03590712308
19691,137042.4806105776
27094,54405.58398497727
23180,776818.4357755216
12627,113971.29423111201
3835,188286.95080379763
1331,105538.95320206313
21467,75979.20983015942
23829,160289.33043347002
2542,47784.68638278344
28613,118555.66049123647
21996,115205.2212217225
11900,73412.1016088997
25873,240271.21844307767
26226,545503.9533758133
15806,594203.1937197268
9556,108814.91368444059
7568,73570.38867758548
3508,534418.6835553288
8835,353221.4181659456
18785,196149.13282127594
29858,409291.7913740129
23588,217683.31375753004
28268,103392.83506048303
5845,283820.9205424896
26477,379892.04106875154
24199,94235.58736140201
28882,451597.58549778076
4846,108715.61115953619
4986,301608.7362862549
23400,331297.3127968226
25570,444447.54139751085
20263,353331.23571987817
20857,250413.47735803967
26823,164613.41763223035
9318,270211.29124069115
25507,54014.048046425225
14848,114383.72217336942
7843,236053.22106687317
28648,75355.4341882809
29985,111923.99036132895
13049,119204.0557737141
25100,119962.453574095
14857,61107.12994710365
25014,85764.21184276913
10740,212763.34573389706
16095,297270.6887952171
2209,600524.1702858246
18841,634745.409913175
28273,336014.2221556248
22373,135874.77048428747
2267,131836.7210359723
5227,489589.1693210677
28302,394210.37917892495
21579,93474.70253498817
20123,103598.24737142843
17893,492586.9832278076
20928,223336.03208867955
13023,306308.4672470098
20737,113789.71292588553
27367,47796.48607934304
11741,69934.7140602607
6548,54946.491163597406
3283,442307.6563695599
15615,151362.6204859417
23662,432933.28340851684
2277,150487.12548781198
26051,119447.41970472354
12355,275987.53487840755
16486,232315.54507353797
19536,101301.35303344548
18674,506733.27396390616
8697,384121.18250423926
22565,152082.23670268824
16380,95282.63071660508
25295,279279.8219184955
28681,126343.00787670667
24992,450520.23009932856
29670,183686.38253213716
5837,193390.21380740908
10236,86700.96353793029
22825,66447.89250774209
280,66700.75792105006
22377,145766.73664030887
25274,77607.65084468626
5161,635456.9092350304
29753,453285.6369085814
3691,214902.9823074047
5916,147868.7335785242
11579,148640.71597514662
18079,92308.03316279511
19537,53149.40350481959
26024,199636.93468110985
29720,349066.299456863
21740,54751.88260753284
25744,131530.94578630064
20553,87276.57157363692
11703,473712.97359016404
