id,prezo_euros
2309,469159.99243475683
22405,141641.473155889
23398,328764.58720145887
25059,251598.29108638022
2665,594887.7785203708
8512,85675.18435606784
5149,607314.428030797
7791,287516.83678892645
11312,105278.76111894827
19044,312762.38459591597
10785,325066.76946983277
22247,175269.07600418647
3269,71864.76456302921
15948,331745.75470234745
14978,125594.12936893528
14475,330386.14125210134
28695,470562.55529919214
14055,70761.12297487767
26546,211192.2055933894
14981,471974.4395147972
17637,496723.87571258016
3932,57747.94384241283
8388,70468.7665626706
8029,104356.17792419948
9483,88372.6084192512
22573,105225.33268572035
15108,117810.9019442174
3674,100475.88405325079
21389,435566.93875018624
5938,137093.55134696953
27034,125118.28143184762
29272,110947.72571953318
21881,591897.6106054331
6509,375389.1924113785
21458,175817.23470134783
20072,254487.45971795917
27013,248280.4335024652
10093,418845.6444340535
22568,138452.26342249176
12977,68945.22684828546
3814,430862.7663087442
7338,133404.4322509684
24484,135774.65917860786
19593,605757.7047175283
5122,523924.4751432936
14906,75316.0920714943
8224,195008.19812953286
2869,186183.39051817148
2343,368314.95522377605
8833,83574.57623791684
7933,370947.61392363266
16558,80736.57385944687
20605,331826.143145674
12984,429359.6818371785
3015,137714.59149549247
27332,563624.5210867836
12125,250498.9228983637
3753,131255.69871014974
27388,82808.98545077995
12336,71076.66169915002
11545,383832.2435164323
11357,90738.67622391164
2677,376981.02663397137
28739,109594.31642314828
29996,118015.89717861502
20748,74592.53467334676
13376,72038.91134886032
17987,106262.43668882425
7886,69658.7270298288
13333,138665.18365991718
9586,151107.78198845274
6333,79143.14361097786
24430,392317.7232429045
18080,247360.65233278644
5202,561202.2081333697
748,138836.04126006967
9761,428070.1743981457
29613,134547.76507425582
19993,134090.31777985356
23190,349585.6853295701
25536,76861.47350367681
17964,93822.2657164645
25247,114807.66630429913
5082,58254.0261897029
9351,185923.83491490045
10983,110498.7991496349
23622,412581.8163729049
13236,234016.75400132075
19368,303377.6562701233
1191,145164.39727029417
822,119527.93023195263
15879,99293.779747038
20498,409924.3810570466
9420,205252.26228885673
28101,226736.46388528874
8893,432360.72122321377
4462,88905.59829180359
25230,197996.0510981787
29986,330382.68335857894
12607,150672.5206180934
25979,122080.85358931932
19133,352135.3755634251
14741,382636.4670573745
12147,350817.6094615769
2745,89501.11871058648
10115,309124.40648925374
2384,72609.9678321241
9154,87364.55559756963
1407,121875.65890539424
16561,77910.29440030029
19362,63588.48372496492
10343,354836.82682501635
27757,113827.32948600149
17615,52264.79413183173
19907,154717.26406471504
24531,65764.30795356112
27309,315484.7979300404
17789,74063.37073881441
13076,94141.16907120256
22090,193416.6397842043
28574,104474.50445413974
20569,173713.10176336596
17891,342163.2559465339
16838,504532.5327911941
6553,93433.91847703829
19638,58719.36436625412
18295,287279.54353449855
2877,88290.83211487388
2983,95076.9461957565
17411,653660.244903052
15163,131750.85935264154
2154,445900.40092388727
18701,77914.16607466665
7668,321451.5137285523
15244,306225.26596231654
16858,109082.17139857655
13962,68647.15299259224
218,474662.2320220883
23288,154824.7768214402
2214,376871.1094478637
6581,616582.8855229253
27603,412837.32698284124
19377,577203.4607654433
7540,210361.76166562896
14977,233790.6493410027
10129,69644.40564664993
5706,65933.81525446456
5954,481903.6409843266
539,100918.05659652156
21664,64631.195540351444
21568,89896.68033671509
28983,552220.4391355307
7428,153675.43182292173
20726,152450.46769529226
4182,58563.56669839583
18702,66587.53151421524
15415,86234.06023698233
12155,66854.2299616116
580,255633.99665843716
2169,259531.45104681022
24420,59985.490379882845
251,173572.31780189584
15693,363062.7064586099
9972,74689.43273991153
16181,256068.57049444658
11490,74283.81073763248
9145,93125.4942130923
29433,92461.09432026019
25791,99095.52445572492
5772,97268.44198036894
26747,165938.7845270169
2326,110825.72557041052
15431,436809.2501887343
431,54465.731051496296
10769,177009.75264103277
2533,145944.93826707194
2458,135431.34965591095
19187,222622.8880765967
27236,507546.4740611805
22292,267948.23330081534
11213,122633.84356724432
506,73847.12732090757
23113,491682.2078809985
18780,433554.1077689248
19083,71668.64662342206
17895,56024.8303275349
19007,100899.9343793141
19691,135787.7441721297
27094,56009.381739331104
23180,771773.7015992648
12627,130109.03956610388
3835,189235.12598040915
1331,102649.18033162573
21467,82026.03175264796
23829,163134.52960613798
2542,49868.02141983622
28613,112997.859793417
21996,117924.58649982465
11900,74470.63744358021
25873,233843.8137452712
26226,542898.4144095292
15806,592300.4158238978
9556,108186.40107684858
7568,74695.1147546985
3508,574973.4407312283
8835,355525.79081030766
18785,194600.92672828148
29858,414092.6748632123
23588,216441.6157386723
28268,103478.28514598783
5845,271775.8189773022
26477,384701.7779323717
