id,prezo_euros
2309,481725.0164770558
22405,133413.94885519668
23398,348251.14418645523
25059,241960.55974468528
2665,598019.8124170116
8512,88194.7042310097
5149,601883.7454350598
7791,292990.73144710594
11312,105516.83709079782
19044,354893.2608663424
10785,328267.97625671414
22247,175080.7207865857
3269,71257.47260588298
15948,304494.63242414844
14978,136315.1680755611
14475,341426.60858205904
28695,482721.4409985735
14055,67856.86880984991
26546,215578.48355473147
14981,471908.14090272965
17637,456267.8706193058
3932,56973.64346412184
8388,71009.64202649462
8029,108200.77629863321
9483,110624.13089305509
22573,104233.7706681015
15108,123225.63031463942
3674,107717.9316450385
21389,407492.40805385157
5938,131226.203620766
27034,124836.4330394761
29272,102419.7615732923
21881,594632.0717786343
6509,369060.14366515406
21458,193793.6834527207
20072,251117.09282398567
27013,267855.521203206
10093,445297.3845843721
22568,132676.40595227637
12977,59263.99157813264
3814,440203.3850122781
7338,123200.07497122626
24484,149070.40246914068
19593,604087.375210342
5122,550549.6764102012
14906,69507.66629265214
8224,177119.13118799852
2869,178720.55566838136
2343,385322.9749087185
8833,87043.907281841
7933,364185.7277183285
16558,78949.09209020883
20605,335988.11257500574
12984,450222.21402139874
3015,139463.07281343435
27332,584554.135755828
12125,241025.20790143526
3753,129476.58935279783
27388,81803.74869939777
12336,75265.71626355716
11545,397726.7003442802
11357,109261.44581071084
2677,387892.97747200425
28739,120028.63362773934
29996,116809.19949159224
20748,68556.420827379
13376,71131.53281423807
17987,107872.20305294024
7886,78908.138920259
13333,131914.43930724793
9586,141398.93944114886
6333,73803.9493161633
24430,398617.9481521682
18080,293900.65753458615
5202,541518.4867003482
748,136231.79986565822
9761,442965.7107460921
29613,126250.80634993673
19993,120550.5782249615
23190,370788.9306731349
25536,78794.16627074672
17964,96491.09339737886
25247,120933.09576261495
5082,52706.3854859955
9351,188352.48855043738
10983,105986.75736504102
23622,415598.37814007077
13236,252406.53673317318
19368,296344.14995221246
1191,136211.74966514093
822,120125.54593788936
15879,102486.05162907357
20498,400160.55167594156
9420,197702.56522644145
28101,216226.48239301617
8893,427136.6614461861
4462,78619.29288578946
25230,184307.09119579976
29986,334172.7384424776
12607,151602.0928422873
25979,118358.50665595298
