id,prezo_euros
2309,470295.0551402807
22405,143791.65679093372
23398,336786.08176087064
25059,256721.95907658542
2665,603046.3409976737
8512,85650.97798804723
5149,621312.601279475
7791,283238.75551544887
11312,108783.29114950306
19044,321793.82482133026
10785,331532.92532927776
22247,171152.24935314766
3269,67605.43018168698
15948,329431.3199635921
14978,128736.19630470079
14475,326123.1737889231
28695,480948.411831598
14055,68914.27707142876
26546,215948.75434906446
14981,475340.4894293368
17637,500414.65557783976
3932,56588.78406672157
8388,68807.96824943075
8029,104605.61427976849
9483,93585.16097258258
22573,104665.45116730154
15108,120922.49160060773
3674,102208.81535911816
21389,442105.3707188075
5938,138280.62461216454
27034,128436.39199054001
29272,107972.94785093976
21881,595728.3249235173
6509,379329.19565074344
21458,172301.2044889905
20072,251124.8358308902
27013,255200.57672096736
10093,422759.2307943293
22568,138417.49862307607
12977,66436.16661401714
3814,437704.48476531345
7338,138571.39170709514
24484,138787.08487105605
19593,608939.9328149768
5122,536416.9806686797
14906,72563.19899521596
8224,173620.74977151686
2869,185450.72687091565
2343,365048.64437836455
8833,81924.49381962915
7933,374214.0705638742
16558,76770.1625572783
20605,333143.50317988836
12984,438095.1514420208
3015,138645.02623878143
27332,567906.480209347
12125,249114.45896576493
3753,131966.87498365465
27388,83184.0144900915
12336,69047.30695440891
11545,383390.57644486666
11357,97140.29211013061
2677,378443.01338095707
28739,104683.64427446986
29996,120493.7624171259
20748,71166.46395620181
13376,69555.11137259836
17987,109054.56386011388
7886,68319.89137596698
13333,134865.37993120324
9586,152672.49159631165
6333,74801.26685586941
24430,399905.19823855953
18080,248792.4694884847
5202,567206.995715524
748,139290.2201250523
9761,436394.6476695202
29613,136688.6527425055
19993,133820.94386322558
23190,351007.2755425073
25536,78234.50721447945
17964,90056.13381315651
25247,110667.35838146297
5082,55353.16558278492
9351,183553.65001048634
10983,110560.81022497147
23622,414019.1692024531
13236,234465.74866728243
19368,305800.38413418655
1191,135341.43740200574
822,110605.26209196678
15879,99484.42764949868
20498,408433.18715967244
9420,204825.3906954338
28101,227317.95942925505
8893,435431.5428722035
4462,82770.00715782333
25230,202540.44669594397
29986,322734.2260562803
12607,153991.55602595254
25979,122634.85502948766
19133,355305.70908501593
14741,393686.0834777254
12147,348954.6899751992
2745,85458.39373268856
10115,317290.61510944157
2384,70974.57710099546
9154,82649.57944358664
1407,120510.06430848656
16561,71635.2369964958
19362,61950.32152308777
10343,361081.4204499589
27757,115183.79389279758
17615,49152.90183936158
19907,151654.3677804382
24531,59117.7978141012
27309,310630.17396370205
17789,72029.37706584734
13076,94975.74334543015
22090,184519.4491999656
28574,103504.59785855236
20569,172754.725905325
17891,341375.80242535216
16838,503761.6327484997
6553,91604.80563928933
19638,58369.49095051455
18295,284974.0434821205
2877,82791.75289526735
2983,94108.6297787026
17411,659115.3388014182
15163,131827.88506690782
2154,451123.83150093065
18701,79980.71603387478
7668,323750.1847870976
15244,311606.3248707721
16858,105035.85303729575
13962,65134.45142682708
218,474000.20149381994
23288,150993.9540488161
2214,383396.9756973333
6581,617711.6644141361
27603,418145.63284878805
19377,587289.5439669552
7540,215992.71721438968
14977,234213.5549690751
10129,67385.96637076631
5706,64067.472727784465
